laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
1576,Huawei,Huawei Laptop 273,Gaming,13.3,IPS Panel 2560x1440,AMD Ryzen 7 2.2GHz,64GB,32GB SSD + 1TB HDD,AMD Radeon R5,macOS,1.45kg,2373.44
1577,Acer,Acer Laptop 274,Gaming,13.5,IPS Panel Retina Display 2560x1600,AMD Ryzen 5 2.0GHz,64GB,256GB Flash Storage,Nvidia GeForce RTX 2060,macOS,3.65kg,2481.73
1578,Toshiba,Toshiba Laptop 275,Netbook,14.1,Quad HD+ / Super AMOLED 2960x1848,Intel Core i5 8250U 1.6GHz,2GB,64GB Flash Storage,Nvidia GeForce RTX 2070,Windows 10 S,1.4kg,776.63
1579,Samsung,Samsung Laptop 276,2 in 1 Convertible,15.6,Full HD 1920x1080,AMD Ryzen 5 2500U 2.0GHz,4GB,256GB SSD,Intel HD Graphics 6000,Windows 7,0.92kg,856.39
1580,Dell,Dell Laptop 277,Netbook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 2.5GHz,4GB,1TB SSD,Nvidia Quadro M1200,Linux,2.24kg,1129.8
1581,Razer,Razer Laptop 278,Netbook,16.0,Quad HD+ / Super AMOLED 2960x1848,AMD Ryzen 5 2.0GHz,4GB,128GB SSD,AMD Radeon R5,Windows 10,0.96kg,754.48
1582,Huawei,Huawei Laptop 279,Notebook,15.4,IPS Panel 2560x1440,Intel Core i3 2.0GHz,64GB,128GB Flash Storage,AMD Radeon R5,Windows 7,4.28kg,1643.91
1583,Dell,Dell Laptop 280,Ultrabook,14.0,4K Ultra HD 3840x2160,Intel Core i7 1.8GHz,8GB,32GB SSD + 1TB HDD,Nvidia Quadro M1200,macOS,3.83kg,1998.92
1584,Asus,Asus Laptop 281,2 in 1 Convertible,14.0,1366x768,AMD A4 2.5GHz,32GB,32GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Chrome OS,1.71kg,1287.9
1585,Microsoft,Microsoft Laptop 282,Ultrabook,13.3,IPS Panel Full HD 1920x1080,AMD A4 2.5GHz,32GB,2TB HDD,AMD Radeon Pro 455,Windows 10,3.19kg,1222.55
1586,Huawei,Huawei Laptop 283,Gaming,14.0,Quad HD+ / Super AMOLED 2960x1848,AMD A6 2.5GHz,2GB,64GB Flash Storage,Nvidia GeForce RTX 2060,No OS,4.42kg,1123.44
1587,HP,HP Laptop 284,Workstation,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 7200U 2.5GHz,12GB,128GB Flash Storage,AMD Radeon Pro 455,macOS,1.07kg,1386.67
1588,HP,HP Laptop 285,Netbook,12.5,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,Intel HD Graphics 620,Windows 10 S,3.01kg,612.04
1589,Huawei,Huawei Laptop 286,2 in 1 Convertible,14.0,IPS Panel 2560x1440,Intel Core i5 8250U 1.6GHz,64GB,1TB SSD,Nvidia GeForce RTX 3060,Chrome OS,4.13kg,1702.63
1590,Acer,Acer Laptop 287,2 in 1 Convertible,15.6,IPS Panel Full HD 1920x1080,AMD Ryzen 5 2500U 2.0GHz,2GB,1TB HDD,Intel HD Graphics 6000,Windows 10,2.47kg,754.14
1591,HP,HP Laptop 288,Notebook,16.0,IPS Panel 2304x1440,Intel Core i7 8550U 1.8GHz,4GB,256GB Flash Storage,Nvidia GeForce GTX 1070,Windows 7,4.47kg,1272.07
1592,Toshiba,Toshiba Laptop 289,Gaming,11.6,IPS Panel 2304x1440,AMD A6 2.5GHz,8GB,256GB Flash Storage,Nvidia GeForce RTX 3060,Windows 10,3.68kg,1182.12
1593,Asus,Asus Laptop 290,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 2.7GHz,8GB,2TB HDD,Nvidia GeForce 940MX,Chrome OS,2.3kg,1244.0
1594,Acer,Acer Laptop 291,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 2.8GHz,32GB,1TB HDD,Nvidia GeForce GTX 1070,Windows 10,1.38kg,1357.46
1595,Dell,Dell Laptop 292,2 in 1 Convertible,14.1,IPS Panel 2304x1440,Intel Core i5 2.3GHz,4GB,256GB SSD,Nvidia GeForce RTX 2070,No OS,1.24kg,1103.2
1596,Razer,Razer Laptop 293,Notebook,13.5,Full HD 1920x1080,Intel Core i7 2.8GHz,32GB,2TB HDD,Intel Iris Plus Graphics 640,Chrome OS,4.14kg,1504.78
1597,Lenovo,Lenovo Laptop 294,Workstation,15.4,4K Ultra HD 3840x2160,AMD A4 2.5GHz,8GB,512GB SSD,Nvidia GeForce GTX 1070,macOS,1.87kg,1669.89
1598,Dell,Dell Laptop 295,Ultrabook,15.6,IPS Panel 2304x1440,Intel Core i7 2.7GHz,32GB,500GB HDD,AMD Radeon Pro 455,Windows 7,1.18kg,1361.49
1599,Asus,Asus Laptop 296,Gaming,14.1,IPS Panel Retina Display 2560x1600,AMD A9 3.0GHz,4GB,512GB SSD,Nvidia GeForce GTX 1080,Windows 10,4.32kg,1282.5
1600,Acer,Acer Laptop 297,Workstation,13.5,1366x768,AMD A9 3.0GHz,16GB,2TB HDD,Nvidia GeForce 940MX,macOS,2.05kg,1390.16
1601,Huawei,Huawei Laptop 298,Gaming,14.1,1366x768,Intel Core i5 8250U 1.6GHz,32GB,1TB HDD,Nvidia GeForce GTX 1080,Chrome OS,3.4kg,1419.69
1602,Toshiba,Toshiba Laptop 299,Workstation,17.3,1366x768,AMD A4 2.5GHz,16GB,64GB Flash Storage,Nvidia GeForce RTX 3060,macOS,1.31kg,1676.61
1603,Razer,Razer Laptop 300,Gaming,16.0,4K Ultra HD 3840x2160,AMD Ryzen 7 2.2GHz,4GB,128GB Flash Storage,AMD Radeon RX 580,Chrome OS,1.65kg,1425.48
1604,Asus,Asus Laptop 301,Netbook,14.0,IPS Panel 2304x1440,AMD Ryzen 5 2.0GHz,8GB,256GB Flash Storage,Nvidia GeForce GTX 1080,Windows 10 S,1.81kg,813.57
1605,Dell,Dell Laptop 302,Netbook,13.5,IPS Panel 2304x1440,Intel Core i5 1.6GHz,32GB,32GB SSD + 1TB HDD,AMD Radeon Pro 455,No OS,2.34kg,1029.59
1606,Samsung,Samsung Laptop 303,Netbook,13.5,Full HD 1920x1080,Intel Core i9 2.9GHz,2GB,64GB Flash Storage,Intel Iris Plus Graphics 640,Windows 10,3.67kg,1003.08
1607,Microsoft,Microsoft Laptop 304,Netbook,11.6,4K Ultra HD 3840x2160,AMD E-Series E2 1.5GHz,4GB,32GB SSD + 1TB HDD,Nvidia GeForce RTX 3060,Windows 7,2.09kg,1011.03
1608,MSI,MSI Laptop 305,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 2.7GHz,8GB,128GB SSD + 1TB HDD,Nvidia Quadro M1200,No OS,2.99kg,1658.34
1609,Razer,Razer Laptop 306,Gaming,14.1,1366x768,AMD A4 2.5GHz,32GB,64GB Flash Storage,Nvidia Quadro M1200,Windows 10 S,2.14kg,2096.96
1610,Apple,Apple Laptop 307,2 in 1 Convertible,14.0,IPS Panel 2560x1440,AMD A6 2.5GHz,4GB,256GB SSD,Nvidia GeForce 940MX,macOS,2.02kg,1341.53
1611,Toshiba,Toshiba Laptop 308,Gaming,15.4,Quad HD+ / Super AMOLED 2960x1848,Intel Core i9 2.9GHz,32GB,256GB SSD,AMD Radeon RX 580,Chrome OS,3.41kg,1551.95
1612,Acer,Acer Laptop 309,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 2.3GHz,4GB,1TB HDD,Intel UHD Graphics 620,Chrome OS,3.78kg,804.44
1613,Huawei,Huawei Laptop 310,Gaming,15.4,4K Ultra HD 3840x2160,AMD Ryzen 7 2.2GHz,8GB,1TB HDD,AMD Radeon R5,Linux,1.73kg,1311.2
1614,MSI,MSI Laptop 311,Netbook,15.6,4K Ultra HD 3840x2160,AMD A6 2.5GHz,32GB,128GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,3.03kg,1184.9
1615,MSI,MSI Laptop 312,Ultrabook,17.3,IPS Panel Retina Display 2560x1600,Intel Core i7 2.7GHz,12GB,128GB Flash Storage,Intel Iris Plus Graphics 640,No OS,1.27kg,1206.35
1616,Samsung,Samsung Laptop 313,Gaming,11.6,1366x768,Intel Core i5 7200U 2.5GHz,32GB,256GB SSD,Nvidia GeForce GTX 1070,Chrome OS,4.01kg,1338.72
1617,Samsung,Samsung Laptop 314,Netbook,11.6,IPS Panel 2304x1440,AMD E-Series E2 1.5GHz,32GB,32GB SSD + 1TB HDD,Intel UHD Graphics 620,macOS,2.17kg,1162.71
1618,Toshiba,Toshiba Laptop 315,Workstation,15.6,IPS Panel 2560x1440,AMD E-Series E2 1.5GHz,64GB,256GB SSD,Nvidia GeForce 940MX,macOS,1.32kg,2211.5
1619,Asus,Asus Laptop 316,Ultrabook,15.6,1366x768,Intel Core i5 2.5GHz,64GB,2TB HDD,AMD Radeon R5,No OS,1.4kg,1671.83
1620,MSI,MSI Laptop 317,2 in 1 Convertible,15.6,Quad HD+ / Super AMOLED 2960x1848,AMD Ryzen 7 2.2GHz,2GB,256GB Flash Storage,Nvidia GeForce GTX 1050,No OS,1.5kg,1011.59
1621,Asus,Asus Laptop 318,Gaming,15.6,1366x768,AMD A9 3.0GHz,64GB,128GB SSD,Nvidia GeForce RTX 2070,Windows 10,2.64kg,1753.47
1622,Lenovo,Lenovo Laptop 319,2 in 1 Convertible,15.4,Quad HD+ / Super AMOLED 2960x1848,AMD A6 2.5GHz,2GB,256GB SSD + 1TB HDD,AMD Radeon R5,Chrome OS,3.92kg,601.84
1623,Toshiba,Toshiba Laptop 320,Gaming,14.0,Full HD 1920x1080,Intel Core i7 1.8GHz,16GB,128GB SSD,Nvidia GeForce GTX 1070,Windows 10 S,2.84kg,1309.9
1624,Dell,Dell Laptop 321,2 in 1 Convertible,16.0,Quad HD+ / Super AMOLED 2960x1848,AMD Ryzen 7 2.2GHz,64GB,256GB SSD,Intel UHD Graphics 620,macOS,3.69kg,1842.82
1625,Acer,Acer Laptop 322,Workstation,13.3,Quad HD+ / Super AMOLED 2960x1848,AMD Ryzen 7 2.2GHz,8GB,2TB HDD,Intel UHD Graphics 620,Chrome OS,3.89kg,1151.66
1626,Lenovo,Lenovo Laptop 323,Notebook,13.3,Quad HD+ / Super AMOLED 2960x1848,Intel Core i7 2.7GHz,16GB,256GB SSD,AMD Radeon RX 580,Windows 7,4.48kg,1019.76
1627,Lenovo,Lenovo Laptop 324,Gaming,16.0,1366x768,AMD E-Series E2 1.5GHz,2GB,2TB HDD,Nvidia GeForce GTX 1050,No OS,1.4kg,787.35
1628,Lenovo,Lenovo Laptop 325,Gaming,13.3,1366x768,AMD Ryzen 7 2.2GHz,16GB,32GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,macOS,4.42kg,1566.04
1629,Asus,Asus Laptop 326,Notebook,16.0,IPS Panel 2560x1440,AMD Ryzen 5 2500U 2.0GHz,2GB,256GB SSD,Nvidia GeForce 940MX,Windows 7,3.73kg,929.95
1630,Apple,Apple Laptop 327,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 1.8GHz,8GB,128GB Flash Storage,Nvidia GeForce RTX 2060,Windows 7,1.79kg,1713.49
1631,Microsoft,Microsoft Laptop 328,2 in 1 Convertible,14.1,4K Ultra HD 3840x2160,AMD Ryzen 7 2700U 2.2GHz,2GB,500GB HDD,AMD Radeon R5,Linux,2.53kg,1271.22
1632,Microsoft,Microsoft Laptop 329,Ultrabook,13.5,IPS Panel 2560x1440,Intel Core i9 2.9GHz,32GB,256GB SSD + 1TB HDD,Nvidia GeForce RTX 2060,No OS,0.91kg,2099.12
1633,Huawei,Huawei Laptop 330,Ultrabook,14.1,1366x768,Intel Core i5 1.6GHz,12GB,128GB SSD + 1TB HDD,Nvidia GeForce RTX 3060,Windows 10 S,4.39kg,1155.4
1634,Lenovo,Lenovo Laptop 331,2 in 1 Convertible,12.5,1366x768,Intel Core i7 2.8GHz,16GB,128GB SSD + 1TB HDD,Nvidia GeForce 940MX,No OS,3.97kg,1023.77
1635,Acer,Acer Laptop 332,Netbook,13.3,Full HD 1920x1080,Intel Core i5 2.3GHz,2GB,64GB Flash Storage,AMD Radeon RX 580,Windows 10,1.35kg,623.79
1636,Dell,Dell Laptop 333,2 in 1 Convertible,14.1,Full HD 1920x1080,AMD A6 2.5GHz,8GB,128GB Flash Storage,Nvidia GeForce 940MX,Chrome OS,1.99kg,721.9
1637,Asus,Asus Laptop 334,Ultrabook,11.6,IPS Panel 2560x1440,Intel Core i5 1.6GHz,16GB,256GB Flash Storage,Nvidia GeForce GTX 1050,Windows 10,2.33kg,996.31
1638,Asus,Asus Laptop 335,Netbook,17.3,IPS Panel 2304x1440,Intel Core i5 1.6GHz,2GB,256GB SSD,Intel HD Graphics 620,Windows 10 S,2.62kg,571.84
1639,Dell,Dell Laptop 336,Workstation,17.3,Quad HD+ / Super AMOLED 2960x1848,Intel Core i3 2.0GHz,4GB,128GB Flash Storage,Nvidia GeForce RTX 2060,Windows 7,1.33kg,1257.11
1640,MSI,MSI Laptop 337,Netbook,15.6,Quad HD+ / Super AMOLED 2960x1848,Intel Core i5 1.6GHz,8GB,2TB HDD,Intel Iris Plus Graphics 640,Chrome OS,3.8kg,688.33
1641,HP,HP Laptop 338,Notebook,11.6,IPS Panel 2560x1440,Intel Core i5 2.5GHz,32GB,64GB Flash Storage,Nvidia GeForce 940MX,Chrome OS,4.47kg,1268.01
1642,Dell,Dell Laptop 339,Ultrabook,15.4,Full HD 1920x1080,AMD E-Series E2 1.5GHz,2GB,512GB SSD,AMD Radeon RX 580,macOS,3.5kg,975.38
1643,Microsoft,Microsoft Laptop 340,Netbook,15.6,IPS Panel 2304x1440,AMD E-Series E2 1.5GHz,2GB,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,4.13kg,674.46
1644,Dell,Dell Laptop 341,Ultrabook,16.0,IPS Panel 2304x1440,Intel Core i9 2.9GHz,32GB,1TB HDD,Nvidia GeForce 940MX,Windows 10 S,1.9kg,1822.4
1645,HP,HP Laptop 342,Gaming,15.4,IPS Panel 2560x1440,Intel Core i3 2.0GHz,12GB,256GB Flash Storage,Nvidia GeForce GTX 1080,Windows 10 S,2.76kg,1376.95
1646,Samsung,Samsung Laptop 343,Gaming,13.5,IPS Panel 2560x1440,Intel Core i3 2.4GHz,12GB,64GB Flash Storage,Nvidia GeForce GTX 1060,Linux,2.29kg,1214.04
1647,Lenovo,Lenovo Laptop 344,2 in 1 Convertible,16.0,IPS Panel Full HD 1920x1080,AMD Ryzen 5 2500U 2.0GHz,4GB,1TB HDD,Nvidia GeForce RTX 2060,Windows 10 S,2.29kg,1119.34
1648,Razer,Razer Laptop 345,2 in 1 Convertible,11.6,4K Ultra HD 3840x2160,AMD Ryzen 5 2.0GHz,12GB,256GB SSD,Intel HD Graphics 620,No OS,1.14kg,1202.24
1649,Asus,Asus Laptop 346,Gaming,13.3,Full HD 1920x1080,AMD A4 2.5GHz,64GB,500GB HDD,Nvidia Quadro M1200,Windows 7,2.4kg,2000.18
1650,Huawei,Huawei Laptop 347,2 in 1 Convertible,14.0,4K Ultra HD 3840x2160,Intel Core i7 2.7GHz,4GB,500GB HDD,Intel Iris Plus Graphics 640,No OS,4.22kg,1218.46
1651,Dell,Dell Laptop 348,Workstation,11.6,IPS Panel 2304x1440,AMD Ryzen 7 2700U 2.2GHz,2GB,64GB Flash Storage,Intel Iris Plus Graphics 640,macOS,3.42kg,1283.3
1652,Huawei,Huawei Laptop 349,Gaming,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 1.6GHz,32GB,256GB SSD,AMD Radeon RX 580,No OS,3.09kg,1401.23
1653,Asus,Asus Laptop 350,Netbook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 2.0GHz,2GB,512GB SSD,Intel HD Graphics 620,Windows 10 S,2.69kg,477.37
1654,Acer,Acer Laptop 351,Workstation,15.4,IPS Panel 2560x1440,Intel Core i5 8250U 1.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 1070,Chrome OS,4.09kg,1553.46
1655,Apple,Apple Laptop 352,Notebook,13.5,IPS Panel 2560x1440,AMD Ryzen 5 2500U 2.0GHz,4GB,500GB HDD,Intel Iris Plus Graphics 640,Linux,2.54kg,1109.16
1656,Acer,Acer Laptop 353,Ultrabook,14.1,4K Ultra HD 3840x2160,Intel Core i9 2.9GHz,8GB,500GB HDD,Intel UHD Graphics 620,No OS,3.33kg,1484.46
1657,HP,HP Laptop 354,Gaming,15.4,Full HD 1920x1080,Intel Core i3 2.4GHz,12GB,128GB SSD,Nvidia GeForce GTX 1060,Windows 10,2.6kg,1141.58
1658,MSI,MSI Laptop 355,Gaming,15.6,Full HD 1920x1080,AMD Ryzen 7 2.2GHz,12GB,128GB Flash Storage,AMD Radeon R5,Windows 10 S,2.06kg,1209.18
1659,MSI,MSI Laptop 356,Netbook,11.6,IPS Panel 2560x1440,Intel Core i5 1.6GHz,64GB,1TB HDD,Intel UHD Graphics 620,No OS,3.32kg,1422.28
1660,Apple,Apple Laptop 357,Gaming,17.3,Full HD 1920x1080,AMD A4 2.5GHz,4GB,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1080,Windows 7,3.94kg,1335.83
1661,Acer,Acer Laptop 358,Ultrabook,15.4,Quad HD+ / Super AMOLED 2960x1848,Intel Core i3 2.0GHz,16GB,1TB SSD,Nvidia GeForce GTX 1080,No OS,3.72kg,1109.84
1662,Huawei,Huawei Laptop 359,Workstation,17.3,Quad HD+ / Super AMOLED 2960x1848,Intel Core i9 2.9GHz,64GB,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050 Ti,Chrome OS,4.14kg,2779.23
1663,Lenovo,Lenovo Laptop 360,Gaming,13.3,IPS Panel 2304x1440,Intel Core i3 2.0GHz,8GB,128GB SSD + 1TB HDD,Nvidia GeForce RTX 2070,Chrome OS,3.92kg,1366.25
1664,Apple,Apple Laptop 361,Notebook,13.3,IPS Panel 2304x1440,Intel Core i7 2.8GHz,4GB,1TB SSD,Nvidia Quadro M1200,Windows 10 S,2.41kg,1519.26
1665,Apple,Apple Laptop 362,Gaming,12.5,IPS Panel Full HD 1920x1080,Intel Core i3 2.4GHz,8GB,128GB SSD + 1TB HDD,AMD Radeon R5,Chrome OS,4.12kg,1372.57
1666,Toshiba,Toshiba Laptop 363,Netbook,14.0,IPS Panel Full HD 1920x1080,AMD Ryzen 5 2500U 2.0GHz,8GB,256GB Flash Storage,Nvidia GeForce RTX 3060,Windows 10,3.03kg,924.28
1667,Apple,Apple Laptop 364,2 in 1 Convertible,15.6,IPS Panel Retina Display 2560x1600,Intel Core i7 2.8GHz,16GB,1TB HDD,Nvidia GeForce RTX 3060,Chrome OS,3.89kg,1865.18
1668,Acer,Acer Laptop 365,Notebook,14.1,IPS Panel 2560x1440,Intel Core i7 1.8GHz,4GB,1TB SSD,Nvidia GeForce 940MX,Windows 7,3.67kg,1084.88
1669,HP,HP Laptop 366,Gaming,14.0,4K Ultra HD 3840x2160,AMD A9 3.0GHz,32GB,1TB HDD,AMD Radeon R5,Windows 10,2.83kg,1458.4
1670,Lenovo,Lenovo Laptop 367,2 in 1 Convertible,12.5,Quad HD+ / Super AMOLED 2960x1848,Intel Core i7 2.7GHz,12GB,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,3.81kg,1068.92
1671,Asus,Asus Laptop 368,Netbook,16.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.46kg,911.87
1672,Acer,Acer Laptop 369,2 in 1 Convertible,15.4,Full HD 1920x1080,Intel Core i7 2.8GHz,16GB,512GB SSD,Intel HD Graphics 620,Linux,3.98kg,954.17
1673,Samsung,Samsung Laptop 370,Netbook,15.4,IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,32GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,0.94kg,1019.72
1674,Lenovo,Lenovo Laptop 371,Gaming,17.3,IPS Panel 2304x1440,Intel Core i9 2.9GHz,2GB,256GB Flash Storage,Intel Iris Plus Graphics 640,No OS,3.01kg,1303.63
1675,HP,HP Laptop 372,Ultrabook,14.0,IPS Panel Retina Display 2560x1600,AMD A9 3.0GHz,12GB,512GB SSD,Intel Iris Plus Graphics 640,Windows 7,3.89kg,807.56
1676,Acer,Acer Laptop 373,Ultrabook,13.3,Quad HD+ / Super AMOLED 2960x1848,Intel Core i3 2.4GHz,8GB,32GB SSD + 1TB HDD,AMD Radeon R5,Windows 7,3.51kg,637.67
1677,Toshiba,Toshiba Laptop 374,Ultrabook,13.5,IPS Panel 2304x1440,Intel Core i5 8250U 1.6GHz,16GB,1TB SSD,Nvidia GeForce GTX 1050,macOS,1.91kg,1331.29
1678,Dell,Dell Laptop 375,Ultrabook,16.0,IPS Panel Retina Display 2560x1600,Intel Core i7 2.8GHz,32GB,2TB HDD,AMD Radeon Pro 455,Windows 10,1.22kg,1388.94
1679,MSI,MSI Laptop 376,Gaming,13.5,IPS Panel Retina Display 2560x1600,AMD Ryzen 5 2500U 2.0GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Linux,3.71kg,1174.55
1680,Acer,Acer Laptop 377,2 in 1 Convertible,15.4,Quad HD+ / Super AMOLED 2960x1848,Intel Core i9 2.9GHz,64GB,128GB SSD + 1TB HDD,Nvidia GeForce RTX 2060,Linux,1.87kg,2404.44
1681,Apple,Apple Laptop 378,Notebook,16.0,IPS Panel Retina Display 2560x1600,Intel Core i3 2.0GHz,12GB,64GB Flash Storage,Nvidia GeForce GTX 1070,Windows 10,3.81kg,1215.2
1682,Toshiba,Toshiba Laptop 379,Workstation,11.6,IPS Panel Retina Display 2560x1600,Intel Core i5 8250U 1.6GHz,4GB,1TB SSD,Nvidia GeForce GTX 1060,macOS,2.82kg,1588.98
1683,Huawei,Huawei Laptop 380,Ultrabook,17.3,IPS Panel 2304x1440,Intel Core i9 2.9GHz,12GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10 S,3.03kg,1507.44
1684,Huawei,Huawei Laptop 381,Netbook,11.6,Full HD 1920x1080,Intel Core i9 2.9GHz,64GB,32GB SSD + 1TB HDD,Nvidia GeForce 940MX,No OS,4.31kg,1518.55
1685,Toshiba,Toshiba Laptop 382,Workstation,12.5,4K Ultra HD 3840x2160,AMD Ryzen 5 2.0GHz,4GB,256GB SSD,Intel HD Graphics 6000,Windows 10 S,3.07kg,1230.58
1686,Apple,Apple Laptop 383,Workstation,14.1,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,64GB,1TB SSD,Nvidia GeForce 940MX,macOS,3.48kg,2802.37
1687,Acer,Acer Laptop 384,Ultrabook,13.3,4K Ultra HD 3840x2160,AMD Ryzen 7 2700U 2.2GHz,2GB,512GB SSD,Intel UHD Graphics 620,Windows 7,2.79kg,1122.15
1688,Acer,Acer Laptop 385,Ultrabook,11.6,IPS Panel 2304x1440,AMD Ryzen 7 2700U 2.2GHz,4GB,1TB HDD,Nvidia GeForce GTX 1080,macOS,1.39kg,1475.18
1689,Dell,Dell Laptop 386,Netbook,13.5,Quad HD+ / Super AMOLED 2960x1848,Intel Core i7 8550U 1.8GHz,8GB,128GB Flash Storage,Nvidia GeForce RTX 2070,Windows 10 S,3.3kg,1110.68
1690,Dell,Dell Laptop 387,2 in 1 Convertible,12.5,IPS Panel 2560x1440,Intel Core i5 2.5GHz,8GB,128GB Flash Storage,Intel HD Graphics 620,Chrome OS,4.32kg,890.68
1691,MSI,MSI Laptop 388,Workstation,13.3,4K Ultra HD 3840x2160,AMD E-Series E2 1.5GHz,16GB,64GB Flash Storage,Nvidia GeForce GTX 1060,Chrome OS,2.94kg,1559.88
1692,Toshiba,Toshiba Laptop 389,Gaming,11.6,IPS Panel Full HD 1920x1080,Intel Core i7 1.8GHz,16GB,1TB HDD,Nvidia GeForce GTX 1050,Chrome OS,4.09kg,1255.82
1693,HP,HP Laptop 390,Netbook,11.6,Quad HD+ / Super AMOLED 2960x1848,Intel Core i3 2.0GHz,16GB,1TB SSD,Nvidia GeForce GTX 1060,Chrome OS,1.14kg,775.36
1694,Asus,Asus Laptop 391,Ultrabook,13.3,Full HD 1920x1080,AMD A4 2.5GHz,32GB,128GB Flash Storage,AMD Radeon R5,Windows 10 S,4.08kg,1237.78
1695,Toshiba,Toshiba Laptop 392,2 in 1 Convertible,11.6,IPS Panel 2304x1440,Intel Core i5 2.3GHz,12GB,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.52kg,1052.66
1696,Apple,Apple Laptop 393,Notebook,13.3,1366x768,Intel Core i7 2.7GHz,4GB,256GB SSD,Nvidia GeForce RTX 2060,Windows 10 S,4.1kg,1316.44
1697,Dell,Dell Laptop 394,Netbook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,64GB,32GB SSD + 1TB HDD,AMD Radeon Pro 455,Chrome OS,1.01kg,1570.24
1698,Microsoft,Microsoft Laptop 395,Gaming,16.0,IPS Panel 2304x1440,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Nvidia GeForce RTX 2060,Windows 10 S,4.41kg,1525.49
1699,MSI,MSI Laptop 396,Netbook,15.4,IPS Panel 2560x1440,Intel Core i7 2.8GHz,16GB,1TB SSD,Intel UHD Graphics 620,Windows 10,2.31kg,1219.57
1700,Samsung,Samsung Laptop 397,2 in 1 Convertible,15.6,Full HD 1920x1080,Intel Core i9 2.9GHz,4GB,2TB HDD,Intel Iris Plus Graphics 640,macOS,3.87kg,1642.46
1701,Microsoft,Microsoft Laptop 398,Workstation,14.1,IPS Panel Retina Display 2560x1600,Intel Core i5 2.3GHz,4GB,1TB SSD,Nvidia GeForce GTX 1050,Chrome OS,1.95kg,1490.56
1702,HP,HP Laptop 399,2 in 1 Convertible,14.0,IPS Panel 2560x1440,AMD A4 2.5GHz,32GB,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.21kg,1566.66
1703,MSI,MSI Laptop 400,Gaming,11.6,IPS Panel 2304x1440,Intel Core i9 2.9GHz,8GB,256GB SSD + 1TB HDD,Intel HD Graphics 6000,macOS,2.48kg,1970.82
1704,Asus,Asus Laptop 401,Gaming,12.5,Full HD 1920x1080,Intel Core i5 2.5GHz,12GB,128GB Flash Storage,Intel UHD Graphics 620,Windows 10,3.31kg,936.44
1705,Samsung,Samsung Laptop 402,2 in 1 Convertible,16.0,IPS Panel Retina Display 2560x1600,AMD Ryzen 7 2.2GHz,4GB,2TB HDD,Nvidia Quadro M1200,Linux,4.38kg,1647.53
1706,Microsoft,Microsoft Laptop 403,2 in 1 Convertible,16.0,IPS Panel Retina Display 2560x1600,AMD Ryzen 5 2.0GHz,16GB,256GB SSD,Nvidia GeForce RTX 3060,Windows 7,3.47kg,1532.41
1707,Samsung,Samsung Laptop 404,Workstation,15.4,4K Ultra HD 3840x2160,Intel Core i5 2.3GHz,12GB,256GB SSD + 1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S,4.4kg,1784.15
1708,Lenovo,Lenovo Laptop 405,Gaming,13.3,IPS Panel 2304x1440,Intel Core i5 1.6GHz,2GB,2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 7,3.16kg,1061.43
1709,Razer,Razer Laptop 406,Notebook,11.6,IPS Panel Full HD 1920x1080,Intel Core i5 1.6GHz,32GB,128GB SSD + 1TB HDD,Nvidia GeForce RTX 3060,No OS,2.07kg,1698.12
